cluster_id,phrase,keep,canonical,source
3,British,false,British,llm
3,California,true,California,llm
3,Charles Lindbergh,true,Charles Lindbergh,llm
3,Chicago,true,Chicago,llm
3,England,true,England,llm
3,English,false,English,llm
3,France,true,France,llm
3,French,false,French,llm
3,George,false,George,llm
3,George Bernard Shaw,true,George Bernard Shaw,llm
3,George Washington,true,George Washington,llm
3,German,false,German,llm
3,Henry VIII,true,Henry VIII,llm
3,Italian,false,Italian,llm
3,Jackson,true,Jackson,llm
3,James,false,James,llm
3,James I,true,James I,llm
3,Jason,false,Jason,llm
3,Jesse James,true,Jesse James,llm
3,John,false,John,llm
3,John Quincy Adams,true,John Quincy Adams,llm
3,John Wilkes Booth,true,John Wilkes Booth,llm
3,Jr,false,Jr,llm
3,July,false,July,llm
3,London,true,London,llm
3,Martin Luther King,true,Martin Luther King,llm
3,Michael Douglas,true,Michael Douglas,llm
3,New York,true,New York,llm
3,New York City,true,New York City,llm
3,Nobel Prize,true,Nobel Prize,llm
3,Oscar,true,Oscar,llm
3,Pulitzer Prize,true,Pulitzer Prize,llm
3,Robert,false,Robert,llm
3,Russian,false,Russian,llm
3,Shakespeare,true,Shakespeare,llm
3,Sheryl Lee Ralph,true,Sheryl Lee Ralph,llm
3,Supreme Court,true,Supreme Court,llm
3,Texas,true,Texas,llm
3,Though,false,Though,llm
3,United States,true,United States,llm
3,Warren,false,Warren,llm
3,Washington,true,Washington,llm
3,William,false,William,llm
3,World War II,true,World War II,llm
4,American,false,American,llm
4,Baltimore,true,Baltimore,llm
4,Boston,true,Boston,llm
4,British,false,British,llm
4,California,true,California,llm
4,Chicago,true,Chicago,llm
4,Florida,true,Florida,llm
4,French,false,French,llm
4,Hi,false,Hi,llm
4,Hungary,true,Hungary,llm
4,Jimmy of the Clue Crew,false,Jimmy of the Clue Crew,llm
4,Las Vegas,true,Las Vegas,llm
4,London,true,London,llm
4,Manhattan,true,Manhattan,llm
4,Massachusetts,true,Massachusetts,llm
4,New Mexico,true,New Mexico,llm
4,New Orleans,true,New Orleans,llm
4,New York City,true,New York City,llm
4,Paris,true,Paris,llm
4,Pennsylvania,true,Pennsylvania,llm
4,Philadelphia,true,Philadelphia,llm
4,Rome,true,Rome,llm
4,San Francisco,true,San Francisco,llm
4,Sarah of the Clue Crew,false,Sarah of the Clue Crew,llm
4,Seattle,true,Seattle,llm
4,Space Museum,true,Space Museum,llm
4,Street,false,Street,llm
4,Texas,true,Texas,llm
4,Virginia,true,Virginia,llm
4,Washington,true,Washington,llm
4,Washington Monument,true,Washington Monument,llm
4,White House,true,White House,llm
4,World War II,true,World War II,llm
5,American League,true,American League,llm
5,Atlanta Braves,true,Atlanta Braves,llm
5,Babe Ruth,true,Babe Ruth,llm
5,Boston Red Sox,true,Boston Red Sox,llm
5,British,false,British,llm
5,California,true,California,llm
5,Canadian Football League,true,Canadian Football League,llm
5,Chicago,true,Chicago,llm
5,Chicago Bears,true,Chicago Bears,llm
5,Chicago Bulls,true,Chicago Bulls,llm
5,Cleveland Cavaliers,true,Cleveland Cavaliers,llm
5,Dallas Cowboys,true,Dallas Cowboys,llm
5,Dodgers,true,Dodgers,llm
5,Finals,false,Finals,llm
5,French Open,true,French Open,llm
5,Giants,true,Giants,llm
5,Grand Slam,true,Grand Slam,llm
5,Green Bay Packers,true,Green Bay Packers,llm
5,Hall of Fame,true,Hall of Fame,llm
5,Hank Aaron,true,Hank Aaron,llm
5,Heisman Trophy,true,Heisman Trophy,llm
5,Hi,false,Hi,llm
5,Jimmy of the Clue Crew,false,Jimmy of the Clue Crew,llm
5,Joe Louis,true,Joe Louis,llm
5,Lakers,true,Lakers,llm
5,Masters,true,Masters,llm
5,Michael Jordan,true,Michael Jordan,llm
5,Mike,false,Mike,llm
5,Muhammad Ali,true,Muhammad Ali,llm
5,National League,true,National League,llm
5,National Museum of African American History,true,National Museum of African American History,llm
5,New York,true,New York,llm
5,New York Yankees,true,New York Yankees,llm
5,Olympic,false,Olympic,llm
5,Pittsburgh Steelers,true,Pittsburgh Steelers,llm
5,Stanley Cup,true,Stanley Cup,llm
5,Super Bowl,true,Super Bowl,llm
5,Tour de France,true,Tour de France,llm
5,Washington,true,Washington,llm
5,Wimbledon,true,Wimbledon,llm
5,Winter Olympics,true,Winter Olympics,llm
5,World Cup,true,World Cup,llm
5,World Series,true,World Series,llm
5,Yankee Stadium,true,Yankee Stadium,llm
6,Abraham,true,Abraham,llm
6,According,false,According,llm
6,Adam,true,Adam,llm
6,Christian,false,Christian,llm
6,David,true,David,llm
6,Egypt,true,Egypt,llm
6,Exodus,true,Exodus,llm
6,Genesis,true,Genesis,llm
6,God,true,God,llm
6,Greek,false,Greek,llm
6,Hebrew,false,Hebrew,llm
6,Islam,true,Islam,llm
6,Israel,true,Israel,llm
6,Jacob,true,Jacob,llm
6,James Bible,true,King James Bible,llm
6,Jerusalem,true,Jerusalem,llm
6,Jesus,true,Jesus,llm
6,Jewish,false,Jewish,llm
6,John the Baptist,true,John the Baptist,llm
6,Joseph,true,Joseph,llm
6,Joseph Smith,true,Joseph Smith,llm
6,Luke,true,Luke,llm
6,Mary,true,Mary,llm
6,Mary Magdalene,true,Mary Magdalene,llm
6,Matthew,true,Matthew,llm
6,Moses,true,Moses,llm
6,Muslims,false,Muslims,llm
6,Noah,true,Noah,llm
6,Old Testament,true,Old Testament,llm
6,Paul,true,Paul,llm
6,Peter,true,Peter,llm
6,Psalms,true,Psalms,llm
6,Revelation,true,Revelation,llm
6,Roman Catholic,true,Roman Catholic,llm
6,Samson,true,Samson,llm
6,Solomon,true,Solomon,llm
6,Song of Solomon,true,Song of Solomon,llm
7,American,false,American,llm
7,April,false,April,llm
7,Ash Wednesday,true,Ash Wednesday,llm
7,August,false,August,llm
7,Black Friday,true,Black Friday,llm
7,Chinese New Year,true,Chinese New Year,llm
7,Christmas,true,Christmas,llm
7,Christmas Day,true,Christmas,llm
7,Columbus Day,true,Columbus Day,llm
7,Cyber Monday,true,Cyber Monday,llm
7,December,false,December,llm
7,Earth Day,true,Earth Day,llm
7,Easter,true,Easter,llm
7,England,true,England,llm
7,Eve,false,Eve,llm
7,Feb,false,Feb,llm
7,February,false,February,llm
7,Good Friday,true,Good Friday,llm
7,Halloween,true,Halloween,llm
7,Hanukkah,true,Hanukkah,llm
7,January,false,January,llm
7,Jewish,false,Jewish,llm
7,July,false,July,llm
7,June,false,June,llm
7,Labor Day,true,Labor Day,llm
7,March,false,March,llm
7,Memorial Day,true,Memorial Day,llm
7,Monday,false,Monday,llm
7,New Year,true,New Year,llm
7,New York City,true,New York City,llm
7,North America,true,North America,llm
7,November,false,November,llm
7,October,false,October,llm
7,Patrick,true,St. Patrick's Day,llm
7,September,false,September,llm
7,Sunday,false,Sunday,llm
7,Thanksgiving,true,Thanksgiving,llm
7,Veterans Day,true,Veterans Day,llm
7,World War I,true,World War I,llm
7,World War II,true,World War II,llm
8,American,false,American,llm
8,British,false,British,llm
8,Brits,false,Brits,llm
8,Cheryl of the Clue Crew,false,Cheryl of the Clue Crew,llm
8,China,true,China,llm
8,Chinese,false,Chinese,llm
8,Christian Dior,true,Christian Dior,llm
8,Coco Chanel,true,Coco Chanel,llm
8,Double Dutch,true,Double Dutch,llm
8,Emily,false,Emily,llm
8,England,true,England,llm
8,English,false,English,llm
8,Etruscan,false,Etruscan,llm
8,Florence,true,Florence,llm
8,France,true,France,llm
8,French,false,French,llm
8,German,false,German,llm
8,Greek,false,Greek,llm
8,India,true,India,llm
8,Italian,false,Italian,llm
8,Japan,true,Japan,llm
8,Japanese,false,Japanese,llm
8,Jimmy of the Clue Crew,false,Jimmy of the Clue Crew,llm
8,Kelly of the Clue Crew,false,Kelly of the Clue Crew,llm
8,Levi,true,Levi Strauss,llm
8,Levi Strauss,true,Levi Strauss,llm
8,London,true,London,llm
8,Mary Jane,true,Mary Jane,llm
8,New York City,true,New York City,llm
8,Paris,true,Paris,llm
8,Persian,false,Persian,llm
8,Ralph Lauren,true,Ralph Lauren,llm
8,Roman,false,Roman,llm
8,Sarah of the Clue Crew,false,Sarah of the Clue Crew,llm
8,Scottish,false,Scottish,llm
8,Spanish,false,Spanish,llm
8,Though,false,Though,llm
8,Turkey,true,Turkey,llm
8,Victorian,false,Victorian,llm
8,the French,false,the French,llm
8,the Greek,false,the Greek,llm
8,the Latin,false,the Latin,llm
9,Amazon,true,Amazon,llm
9,American Express,true,American Express,llm
9,Apple,true,Apple,llm
9,Bank of America,true,Bank of America,llm
9,Berkshire Hathaway,true,Berkshire Hathaway,llm
9,Bill Gates,true,Bill Gates,llm
9,Black,false,Black,llm
9,British,false,British,llm
9,California,true,California,llm
9,Chicago,true,Chicago,llm
9,Chicago Board of Trade,true,Chicago Board of Trade,llm
9,China,true,China,llm
9,Coca,true,Coca-Cola,llm
9,Costco,true,Costco,llm
9,Exxon Mobil,true,Exxon Mobil,llm
9,Facebook,true,Facebook,llm
9,French,false,French,llm
9,Gamble,true,Procter & Gamble,llm
9,German,false,German,llm
9,Google,true,Google,llm
9,Home Depot,true,Home Depot,llm
9,Inc,false,Inc,llm
9,January,false,January,llm
9,Japan,true,Japan,llm
9,Johnson,true,Johnson & Johnson,llm
9,London,true,London,llm
9,Microsoft,true,Microsoft,llm
9,Motors,true,General Motors,llm
9,New York,true,New York,llm
9,Nike,true,Nike,llm
9,Procter,true,Procter & Gamble,llm
9,Sears,true,Sears,llm
9,Sony,true,Sony,llm
9,Spanish,false,Spanish,llm
9,Starbucks,true,Starbucks,llm
9,Texas,true,Texas,llm
9,Twitter,true,Twitter,llm
9,Wall Street Journal,true,Wall Street Journal,llm
9,Walmart,true,Walmart,llm
9,Washington Post,true,Washington Post,llm
9,William,false,William,llm
10,Alaska,true,Alaska,llm
10,America,true,America,llm
10,April,false,April,llm
10,Atlantic,true,Atlantic Ocean,llm
10,Australia,true,Australia,llm
10,British,false,British,llm
10,California,true,California,llm
10,Canada,true,Canada,llm
10,Canadian,true,Canada,llm
10,Christopher Columbus,true,Christopher Columbus,llm
10,Columbus,true,Christopher Columbus,llm
10,Dutch,false,Dutch,llm
10,England,true,England,llm
10,English Channel,true,English Channel,llm
10,European,false,European,llm
10,Florida,true,Florida,llm
10,France,true,France,llm
10,French,false,French,llm
10,German,false,German,llm
10,Greek,false,Greek,llm
10,India,true,India,llm
10,Italian,false,Italian,llm
10,James Cook,true,James Cook,llm
10,Jimmy of the Clue Crew,false,Jimmy of the Clue Crew,llm
10,July,false,July,llm
10,June,false,June,llm
10,Kelly of the Clue Crew,false,Kelly of the Clue Crew,llm
10,Mexico City,true,Mexico City,llm
10,Pacific,true,Pacific Ocean,llm
10,Pacific Ocean,true,Pacific Ocean,llm
10,Panama Canal,true,Panama Canal,llm
10,Russian,false,Russian,llm
10,Sarah of the Clue Crew,false,Sarah of the Clue Crew,llm
10,South Africa,true,South Africa,llm
10,South American,false,South American,llm
10,Spain,true,Spain,llm
10,Spanish,false,Spanish,llm
11,African,false,African,llm
11,Amsterdam,true,Amsterdam,llm
11,Athens,true,Athens,llm
11,Berlin,true,Berlin,llm
11,British Columbia,true,British Columbia,llm
11,Cairo,true,Cairo,llm
11,Canada,true,Canada,llm
11,China,true,China,llm
11,Danube,true,Danube,llm
11,Dublin,true,Dublin,llm
11,Europe,true,Europe,llm
11,European,false,European,llm
11,France,true,France,llm
11,French,false,French,llm
11,German,false,German,llm
11,Germany,true,Germany,llm
11,Greek,false,Greek,llm
11,Hungary,true,Hungary,llm
11,India,true,India,llm
11,Italian,false,Italian,llm
11,Italy,true,Italy,llm
11,Lisbon,true,Lisbon,llm
11,London,true,London,llm
11,Mexico City,true,Mexico City,llm
11,Moscow,true,Moscow,llm
11,New Zealand,true,New Zealand,llm
11,Oslo,true,Oslo,llm
11,Paris,true,Paris,llm
11,Rome,true,Rome,llm
11,Seoul,true,Seoul,llm
11,South Africa,true,South Africa,llm
11,South African,true,South Africa,llm
11,South American,false,South American,llm
11,Spain,true,Spain,llm
11,Spanish,false,Spanish,llm
11,Tokyo,true,Tokyo,llm
11,Vienna,true,Vienna,llm
12,Alfred Prufrock,true,Alfred Prufrock,llm
12,American,false,American,llm
12,British,false,British,llm
12,Byron,true,Byron,llm
12,Carl Sandburg,true,Carl Sandburg,llm
12,Dylan Thomas,true,Dylan Thomas,llm
12,Edgar Allan Poe,true,Edgar Allan Poe,llm
12,Edward Lear,true,Edward Lear,llm
12,Eliot,true,Eliot,llm
12,Elizabeth Barrett Browning,true,Elizabeth Barrett Browning,llm
12,Emily Dickinson,true,Emily Dickinson,llm
12,English,false,English,llm
12,French,false,French,llm
12,George Eliot,true,George Eliot,llm
12,God,false,God,llm
12,Henry Wadsworth Longfellow,true,Henry Wadsworth Longfellow,llm
12,John Donne,true,John Donne,llm
12,John Keats,true,John Keats,llm
12,John Milton,true,John Milton,llm
12,Langston Hughes,true,Langston Hughes,llm
12,London,true,London,llm
12,Longfellow,true,Henry Wadsworth Longfellow,llm
12,Maya Angelou,true,Maya Angelou,llm
12,Milton,true,John Milton,llm
12,New England,true,New England,llm
12,Ode,false,Ode,llm
12,Paradise Lost,true,Paradise Lost,llm
12,Percy Shelley,true,Percy Shelley,llm
12,Robert Burns,true,Robert Burns,llm
12,Robert Frost,true,Robert Frost,llm
12,Rudyard Kipling,true,Rudyard Kipling,llm
12,Samuel Taylor Coleridge,true,Samuel Taylor Coleridge,llm
12,Shakespeare,true,Shakespeare,llm
12,Tennyson,true,Tennyson,llm
12,Walt Whitman,true,Walt Whitman,llm
12,William Blake,true,William Blake,llm
12,William Butler Yeats,true,William Butler Yeats,llm
12,William Wordsworth,true,William Wordsworth,llm
13,Abigail Adams,true,Abigail Adams,llm
13,African,false,African,llm
13,America,true,America,llm
13,American,false,American,llm
13,Anthony,true,Susan B. Anthony,llm
13,Betty Ford,true,Betty Ford,llm
13,Billie Jean King,true,Billie Jean King,llm
13,Black,false,Black,llm
13,British,false,British,llm
13,California,true,California,llm
13,Chicago,true,Chicago,llm
13,Congress,true,Congress,llm
13,Eleanor Roosevelt,true,Eleanor Roosevelt,llm
13,Elizabeth,false,Elizabeth,llm
13,Elizabeth Cady Stanton,true,Elizabeth Cady Stanton,llm
13,First Lady,false,First Lady,llm
13,Florence Nightingale,true,Florence Nightingale,llm
13,Florida,true,Florida,llm
13,France,true,France,llm
13,French,false,French,llm
13,Harper Lee,true,Harper Lee,llm
13,Harvard,true,Harvard,llm
13,Hillary Clinton,true,Hillary Clinton,llm
13,Margaret Mead,true,Margaret Mead,llm
13,Marie Curie,true,Marie Curie,llm
13,Martha Washington,true,Martha Washington,llm
13,Mary,false,Mary,llm
13,Mary Todd Lincoln,true,Mary Todd Lincoln,llm
13,Melinda French Gates,true,Melinda French Gates,llm
13,Nancy Reagan,true,Nancy Reagan,llm
13,Native American,true,Native American,llm
13,New York,true,New York,llm
13,New York City,true,New York City,llm
13,Nobel Prize,true,Nobel Prize,llm
13,Olympic,false,Olympic,llm
13,Olympics,true,Olympics,llm
13,Oprah Winfrey,true,Oprah Winfrey,llm
13,Oscar,true,Oscar,llm
13,Paris,true,Paris,llm
13,Ph,false,Ph,llm
13,Ruth Bader Ginsburg,true,Ruth Bader Ginsburg,llm
13,Senate,true,Senate,llm
13,South America,true,South America,llm
13,Supreme Court,true,Supreme Court,llm
13,Susan,true,Susan B. Anthony,llm
13,Texas,true,Texas,llm
13,Virgin Mary,true,Virgin Mary,llm
13,White House,true,White House,llm
14,Alaska,true,Alaska,llm
14,American,false,American,llm
14,Arizona,true,Arizona,llm
14,Asia,true,Asia,llm
14,Australia,true,Australia,llm
14,British,false,British,llm
14,California,true,California,llm
14,China,true,China,llm
14,Chinese,true,Chinese,llm
14,Christmas,true,Christmas,llm
14,Crayola,true,Crayola,llm
14,Don,false,Don,llm
14,Dutch,false,Dutch,llm
14,English,false,English,llm
14,Europe,true,Europe,llm
14,Florida,true,Florida,llm
14,France,true,France,llm
14,French,false,French,llm
14,Greek,false,Greek,llm
14,Hawaii,true,Hawaii,llm
14,Italian,false,Italian,llm
14,Japan,true,Japan,llm
14,Japanese,true,Japanese,llm
14,Jimmy of the Clue Crew,false,Jimmy of the Clue Crew,llm
14,Kelly of the Clue Crew,false,Kelly of the Clue Crew,llm
14,Madeira,true,Madeira,llm
14,Mexico,true,Mexico,llm
14,New Mexico,true,New Mexico,llm
14,Sarah of the Clue Crew,false,Sarah of the Clue Crew,llm
14,South Africa,true,South Africa,llm
14,South American,false,South American,llm
14,Southeast Asia,true,Southeast Asia,llm
14,Spanish,false,Spanish,llm
14,Texas,true,Texas,llm
14,Though,false,Though,llm
14,United States,true,United States,llm
14,the Greek,false,the Greek,llm
14,the Latin,true,Latin,llm
15,Adam Sandler,true,Adam Sandler,llm
15,America,true,America,llm
15,American,false,American,llm
15,American Idol,true,American Idol,llm
15,Amy Poehler,true,Amy Poehler,llm
15,Anatomy,true,Grey's Anatomy,llm
15,April,false,April,llm
15,Arrested Development,true,Arrested Development,llm
15,Big Bang Theory,true,Big Bang Theory,llm
15,Boston,true,Boston,llm
15,Breaking Bad,true,Breaking Bad,llm
15,Brit,false,Brit,llm
15,British,false,British,llm
15,Broadway,true,Broadway,llm
15,Brooklyn Nine,true,Brooklyn Nine-Nine,llm
15,California,true,California,llm
15,Canadian,false,Canadian,llm
15,Cheers,true,Cheers,llm
15,Chicago,true,Chicago,llm
15,David Letterman,true,David Letterman,llm
15,Don,false,Don,llm
15,Emmy,true,Emmy,llm
15,Fox,true,Fox,llm
15,Golden Girls,true,Golden Girls,llm
15,Golden Globes,true,Golden Globes,llm
15,Grace,false,Grace,llm
15,Grammy,true,Grammy,llm
15,Grey,true,Grey's Anatomy,llm
15,Hi,false,Hi,llm
15,James,false,James,llm
15,Jennifer Aniston,true,Jennifer Aniston,llm
15,John,false,John,llm
15,July,false,July,llm
15,Mark,false,Mark,llm
15,Mary Tyler Moore,true,Mary Tyler Moore,llm
15,Mary Tyler Moore Show,true,Mary Tyler Moore Show,llm
15,Michael,false,Michael,llm
15,Netflix,true,Netflix,llm
15,New York City,true,New York City,llm
15,Oscar,true,Oscar,llm
15,Parks,true,Parks and Recreation,llm
15,Saturday Night Live,true,Saturday Night Live,llm
15,Seinfeld,true,Seinfeld,llm
15,Simpsons,true,Simpsons,llm
15,Sopranos,true,The Sopranos,llm
15,Star Trek,true,Star Trek,llm
15,Stranger Things,true,Stranger Things,llm
15,Tom Hanks,true,Tom Hanks,llm
15,Tonight Show,true,Tonight Show,llm
15,White House,true,White House,llm
16,African,false,African,llm
16,American,false,American,llm
16,Arabic,true,Arabic,llm
16,British,false,British,llm
16,Brits,false,Brits,llm
16,Chinese,true,Chinese,llm
16,Dutch,false,Dutch,llm
16,England,true,England,llm
16,English,false,English,llm
16,European,false,European,llm
16,France,true,France,llm
16,French,false,French,llm
16,German,false,German,llm
16,God,false,God,llm
16,Hawaiian,true,Hawaiian,llm
16,Hebrew,true,Hebrew,llm
16,Hindi,true,Hindi,llm
16,India,true,India,llm
16,Indian,true,India,llm
16,Italian,false,Italian,llm
16,Japanese,true,Japanese,llm
16,Jimmy of the Clue Crew,false,Jimmy of the Clue Crew,llm
16,Kelly of the Clue Crew,false,Kelly of the Clue Crew,llm
16,Latin,true,Latin,llm
16,Old English,true,Old English,llm
16,Portuguese,true,Portuguese,llm
16,Roman,true,Roman,llm
16,Rome,true,Rome,llm
16,Russian,false,Russian,llm
16,Sanskrit,true,Sanskrit,llm
16,Sarah of the Clue Crew,false,Sarah of the Clue Crew,llm
16,South American,false,South American,llm
16,Spain,true,Spain,llm
16,Spanish,false,Spanish,llm
16,Yiddish,true,Yiddish,llm
16,the Arabic,true,Arabic,llm
16,the French,false,the French,llm
16,the Greek,false,the Greek,llm
16,the Italian,false,the Italian,llm
16,the Latin,true,Latin,llm
17,America,true,America,llm
17,American,false,American,llm
17,Annie Get Your Gun,true,Annie Get Your Gun,llm
17,Arthur Miller,true,Arthur Miller,llm
17,August Wilson,true,August Wilson,llm
17,Book of Mormon,true,Book of Mormon,llm
17,Broadway,true,Broadway,llm
17,Cabaret,true,Cabaret,llm
17,Chekhov,true,Chekhov,llm
17,Chicago,true,Chicago,llm
17,Chorus Line,true,A Chorus Line,llm
17,David Mamet,true,David Mamet,llm
17,Don Quixote,true,Don Quixote,llm
17,Eugene,true,Eugene O'Neill,llm
17,Fiddler,true,Fiddler on the Roof,llm
17,French,false,French,llm
17,George Bernard Shaw,true,George Bernard Shaw,llm
17,Hamilton,true,Hamilton,llm
17,Hammerstein,true,Rodgers and Hammerstein,llm
17,Ibsen,true,Ibsen,llm
17,London,true,London,llm
17,My Fair Lady,true,My Fair Lady,llm
17,Neil Simon,true,Neil Simon,llm
17,Neill,true,Eugene O'Neill,llm
17,New York City,true,New York City,llm
17,Oscar,true,Oscar Wilde,llm
17,Oscar Wilde,true,Oscar Wilde,llm
17,Our Town,true,Our Town,llm
17,Phantom of the Opera,true,Phantom of the Opera,llm
17,Pulitzer Prize,true,Pulitzer Prize,llm
17,Rodgers,true,Rodgers and Hammerstein,llm
17,Shakespeare,true,Shakespeare,llm
17,Stephen Sondheim,true,Stephen Sondheim,llm
17,Tennessee Williams,true,Tennessee Williams,llm
17,Tony,true,Tony Award,llm
17,Tony Award,true,Tony Award,llm
17,Wicked,true,Wicked,llm
17,Wizard of Oz,true,Wizard of Oz,llm
18,Alabama,true,Alabama,llm
18,Alaska,true,Alaska,llm
18,Arizona,true,Arizona,llm
18,Arkansas,true,Arkansas,llm
18,California,true,California,llm
18,Colorado,true,Colorado,llm
18,Colorado River,true,Colorado River,llm
18,Florida,true,Florida,llm
18,George Washington,true,George Washington,llm
18,Georgia,true,Georgia,llm
18,Illinois,true,Illinois,llm
18,Iowa,true,Iowa,llm
18,Kansas,true,Kansas,llm
18,Kansas City,true,Kansas City,llm
18,Kentucky,true,Kentucky,llm
18,Louisiana,true,Louisiana,llm
18,Maine,true,Maine,llm
18,Massachusetts,true,Massachusetts,llm
18,Michigan,true,Michigan,llm
18,Minnesota,true,Minnesota,llm
18,Mississippi River,true,Mississippi River,llm
18,Missouri,true,Missouri,llm
18,Missouri River,true,Missouri River,llm
18,Montana,true,Montana,llm
18,Native American,true,Native American,llm
18,New Mexico,true,New Mexico,llm
18,New York,true,New York,llm
18,New York City,true,New York City,llm
18,Ohio,true,Ohio,llm
18,Oklahoma City,true,Oklahoma City,llm
18,Oregon,true,Oregon,llm
18,Pennsylvania,true,Pennsylvania,llm
18,Texas,true,Texas,llm
18,Utah,true,Utah,llm
18,Washington,true,Washington,llm
18,West Virginia,true,West Virginia,llm
18,Wisconsin,true,Wisconsin,llm
18,Wyoming,true,Wyoming,llm
19,Alfred Hitchcock,true,Alfred Hitchcock,llm
19,America,true,America,llm
19,American,false,American,llm
19,Anne Hathaway,true,Anne Hathaway,llm
19,Barbie,true,Barbie,llm
19,Batman,true,Batman,llm
19,Best Actress,true,Best Actress,llm
19,Best Picture,true,Best Picture,llm
19,Bill Murray,true,Bill Murray,llm
19,British,false,British,llm
19,Broadway,true,Broadway,llm
19,Charlie Chaplin,true,Charlie Chaplin,llm
19,Clint Eastwood,true,Clint Eastwood,llm
19,Denzel Washington,true,Denzel Washington,llm
19,Disney,true,Disney,llm
19,Elvis,true,Elvis,llm
19,French,false,French,llm
19,George Clooney,true,George Clooney,llm
19,Godfather,true,The Godfather,llm
19,Harrison Ford,true,Harrison Ford,llm
19,Harry Potter,true,Harry Potter,llm
19,Hi,false,Hi,llm
19,Hitchcock,true,Alfred Hitchcock,llm
19,Hollywood,true,Hollywood,llm
19,Humphrey Bogart,true,Humphrey Bogart,llm
